model,family,params_b,benchmark,strategy,seed,correct,numeric_present,rel_error,elapsed_sec,in_tokens,out_tokens,output
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.17,108,6,B. Social licence to operate
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.204,171,8,B. All of the options given are
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.129,122,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.12,93,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.235,518,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.193,139,6,A. Two's complement only
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.13,90,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.119,81,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.119,97,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.198,138,8,"A. More consumer choices, greater price"
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.127,113,1,A
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.136,136,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.12,98,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.196,146,8,"A. True, True

Explanation:
"
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.139,131,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.124,119,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.12,88,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.12,87,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.117,92,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.134,139,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.119,115,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.12,87,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.121,109,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.12,101,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.2,142,8,"To solve this problem, we need to"
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.139,106,2,A.
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.121,90,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.12,98,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.121,101,1,A
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.176,135,5,"A. True, True"
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.189,109,8,A. producers have fewer alternative goods to
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.18,95,6,C. Bounded rationality
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.129,119,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.124,108,1,A
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.12,101,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.159,83,5,A. Khadijah
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.201,145,8,"To determine which statements are true, let"
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.128,88,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.118,93,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.183,129,8,"A. Bottom, Globalisation, Social"
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.17,118,5,A. Hawthorne effect
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.199,145,8,C. Human rights orientated liberalism is
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.128,108,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.181,124,8,A. $19.23
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.142,162,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.185,104,8,A. 0.70%
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.205,151,8,"A. Interest, Certain, Speculative"
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.208,133,8,A. increase domestic efficiency and protect domestic
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.174,97,5,C. Meow Mix
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.169,96,5,A. Gatekeepers.
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.127,115,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.186,126,8,A. Such conduct is a public act
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.124,91,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.183,102,8,C. It encourages liberalization of global
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.127,123,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.198,141,8,C. The ATC curve intersects the
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.205,145,7,A. Socio-cultural environment.
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.207,131,8,A. Every equivalence relation is a partial
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.172,97,5,D. Narcolepsy
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.206,134,8,A. Left ventricle → a
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.209,449,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.194,101,7,A. The factors that influence performance
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.144,151,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.121,90,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.133,147,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.149,102,4,A. CTL exhaustion
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.192,352,2,A.
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.117,96,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.138,184,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.121,123,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.143,154,2,A.
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.117,90,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.174,157,5,"A. Wrong, Wrong"
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.123,126,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.12,106,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.119,114,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.118,88,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.2,163,8,A. A decrease in partial pressure of
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.128,122,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.171,101,6,B. Ectopic pregnancy
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.187,104,8,A. marginal product of labor is rising
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.287,493,8,A. Adroit diplomacy and establishment of
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.153,143,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.126,101,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.183,102,7,A. 690 million
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.188,127,7,C. 262 Hz
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.125,94,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.121,91,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.119,95,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.185,125,8,A. 0.050
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.126,122,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.133,128,2,A.
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.183,126,8,"A. Globalisation, Cultural, Legal"
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.178,92,6,B. simple foragers.
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.22,348,4,A. The pioneers
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.21,185,8,A. μ = 3.6
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.142,143,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.123,108,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.134,144,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.119,128,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.121,126,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.118,103,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.121,118,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.118,86,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.151,233,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.182,127,8,"D. 12

To determine"
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.207,180,8,A. Acalculous cholecyst
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.171,94,5,A. True to life
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.137,101,2,A.
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.197,393,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.158,90,4,A. Long-term
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.152,226,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.119,121,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.184,102,8,A. Quantity demanded of pears rises
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.141,193,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.121,90,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.144,140,2,A.
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.148,203,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.118,93,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.197,140,8,"A. True, True

Explanation:
"
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.128,95,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.121,119,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.15,234,1,A
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.215,470,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.14,97,3,B. identification
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.189,126,8,A. Use a logarithmic functional form
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.127,98,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.199,145,8,C. It seems to be true for
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.18,78,3,A. London
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.181,100,7,A. 23 mA.
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.277,648,2,C.
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.133,133,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.121,96,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.121,99,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.131,105,2,A.
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.166,289,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.12,129,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.118,86,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.118,91,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.134,137,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.118,97,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.136,185,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.133,168,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.117,104,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.183,119,8,"A. It criticized international organizations, rather"
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.203,132,8,"A. food surpluses, specialists"
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.21,175,8,A. The difference in size between the
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.194,115,8,A. the quality of the messages and
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.129,98,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.124,108,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.198,132,8,"A. True, True

Explanation:
"
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.128,111,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.14,131,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.121,106,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.134,146,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.12,129,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.121,117,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.12,121,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.119,108,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.136,137,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.12,106,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.134,137,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.156,98,4,A. Living will
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.187,350,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.128,98,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.122,120,1,A
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.147,160,2,A.
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.155,88,4,A. Sender Site
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.123,105,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.136,130,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.199,133,8,"A. True, True

Explanation:
"
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.174,293,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.146,94,3,B. phenotype
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.154,235,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.121,92,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.166,287,1,B
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.175,95,6,A. talking to a patient
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.141,140,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.136,143,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.2,177,8,"A. True, True

Explanation:
"
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.127,89,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.131,122,2,A.
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.198,167,8,C. an increase in venous pressure
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.236,301,8,A. U.S. involvement in Vietnam
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.199,122,8,A. 4 and 19
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.127,129,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.136,193,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.199,132,8,"C. I and III are correct.

"
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.13,114,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.164,108,5,A. Richard Nixon.
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.188,127,8,A. Steady increases over time.
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.141,150,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.124,127,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.137,183,1,A
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.172,269,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.14,149,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.122,112,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.134,137,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.166,269,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.125,104,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.122,128,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.121,104,1,D
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.197,159,8,"A. Size and complexity, owner and"
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,1,,,0.13,107,1,C
qwen-0.5b-fp16,Qwen2.5-bf16,0.5,mmlu,zero_shot,42,0,,,0.12,116,1,D
