model,family,params_b,benchmark,strategy,seed,correct,numeric_present,rel_error,elapsed_sec,in_tokens,out_tokens,output
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,1.5,0.417,86,6,"7500 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.3333333333333333,0.358,84,3,"4 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,5.0,0.393,77,5,"120 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,3.5,0.402,101,3,"9 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.2,0.352,65,4,"12 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,1.6785714285714286,0.463,96,9,"$750.00 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.5,0.398,81,4,"90 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,2.4444444444444446,0.41,98,4,"31 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.3333333333333333,0.488,101,8,"$12.00 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,7.8,0.511,145,6,"1936 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,3.0,0.398,71,4,"20 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.5,0.416,128,3,"6 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,1,1.0,0.0,0.398,83,5,"$38 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.25,0.428,89,7,"80.00 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.5,0.501,101,8,"$30.00 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.375,0.414,63,9,"$100.00 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,5.0,0.444,70,6,"3600 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,1.0,0.356,75,3,"6 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.3333333333333333,0.416,117,4,"20 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.5862068965517241,0.624,219,4,"60 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,1,1.0,0.0,0.395,90,4,"50 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.7777777777777778,0.377,84,4,"12 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.8571428571428571,0.476,87,10,"$130,000 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,17.0,0.385,94,4,"72 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.5,0.397,68,4,"60 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.4117647058823529,0.4,95,5,"150 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.1428571428571428,0.431,71,7,"$6.00 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,2.5555555555555554,0.369,55,6,"$128 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.7936507936507936,0.316,60,4,"13 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.3076923076923077,0.409,75,6,"6, 9 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.1304347826086956,0.436,119,5,"120 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.1018181818181818,0.408,87,6,"60.6 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.6300940438871473,0.477,113,5,"118 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.6666666666666666,0.518,100,9,"$750.00 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,1.8571428571428572,0.398,70,4,"40 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,2.2,0.481,143,4,"16 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.1428571428571428,0.394,90,5,"120 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,4.0,0.392,72,4,"30 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,1,1.0,0.0,0.414,91,6,"1000 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.25,0.383,69,4,"60 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.8571428571428571,0.465,130,4,"26 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.84375,0.425,105,4,"50 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.9285714285714286,0.481,103,7,"12000 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.4680851063829787,0.514,108,9,"$125.00 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.2857142857142857,0.419,68,5,"120 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.25,0.366,84,3,"5 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,17.0,0.384,88,4,"18 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,2.3333333333333335,0.334,64,4,"20 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.0333333333333333,0.33,63,4,"29 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.6666666666666666,0.426,124,4,"12 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,1.25,0.471,141,4,"45 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.1,0.374,81,4,"11 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.3333333333333333,0.381,87,4,"12 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,1.0,0.399,79,5,"200 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,4.0,0.4,93,5,"100 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,1.4186046511627908,0.396,81,5,"104 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,1,1.0,0.0,0.388,83,5,"230 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,1,1.0,0.0,0.394,76,5,"350 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.3333333333333333,0.405,89,5,"480 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,3.8,0.461,118,5,"240 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.732620320855615,0.559,163,5,"100 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.1333333333333333,0.384,76,4,"34 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,1.0,0.379,87,4,"10 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,1.2222222222222223,0.398,83,5,"180 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,2.0,0.399,94,4,"45 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.2,0.446,123,5,"240 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,49.0,0.448,69,8,"720000 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.3,0.399,78,4,"26 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.3333333333333333,0.397,80,6,"1600 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,4.333333333333333,0.385,70,5,"160 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.25,0.453,124,5,"200 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.1428571428571428,0.482,111,7,"12000 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,46.0,0.378,95,4,"47 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.6904761904761905,0.446,114,5,"6.5 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.3043478260869565,0.402,70,5,"120 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.25,0.4,91,5,"$20 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.7176470588235294,0.462,112,5,"600 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.5,0.468,102,6,"$120 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.375,0.386,94,4,"10 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.3461538461538461,0.379,97,4,"35 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.0769230769230769,0.431,101,4,"36 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.0151515151515151,0.496,114,7,"32.50 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,1,1.0,0.0,0.398,75,5,"320 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.5,0.372,75,4,"12 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,2.6666666666666665,0.381,67,4,"11 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.0909090909090909,0.414,98,4,"10 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.375,0.375,84,4,"10 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.3319838056680162,0.401,95,5,"165 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.4,0.431,103,4,"12 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.25,0.419,78,5,"400 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.1904761904761904,0.564,136,8,"10,000 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.0606060606060606,0.531,104,8,"140.00 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.75,0.387,91,4,"10 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,2.5,0.518,179,3,"7 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.0476190476190476,0.402,70,5,"100 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,1.5,0.391,70,4,"40 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.9,0.5,133,5,"160 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,14.616438356164384,0.498,107,8,"114000 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,1,1.0,0.0,0.371,82,4,"10 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,2.5714285714285716,0.462,99,6,"1000 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,5.0,0.45,104,4,"24 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.5535714285714286,0.5,108,8,"100000 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,2.2,0.45,100,4,"32 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,3.0,0.37,77,4,"20 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.9,0.381,80,4,"16 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.5,0.451,99,5,"540 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.7230769230769231,0.435,124,4,"72 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,4.660377358490566,0.402,82,5,"900 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,1.2857142857142858,0.465,75,8,"$16.00 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.1869918699186991,0.429,80,5,"100 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,1.0,0.4,122,3,"4 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.7777777777777778,0.374,95,4,"20 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.5217391304347826,0.44,103,5,"140 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.3,0.427,104,4,"13 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.2727272727272727,0.511,121,8,"$32.00 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,1,1.0,0.0,0.402,88,5,"300 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,2.0,0.382,71,4,"48 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.3295454545454545,0.548,153,8,"$59.00 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,1,1.0,0.0,0.406,92,5,"$15 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.6122448979591837,0.378,89,4,"38 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.25,0.398,73,5,"225 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.25,0.405,89,5,"360 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,5.0,0.377,71,4,"36 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.3,0.37,92,3,"7 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.25,0.413,74,6,"3000 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,1,1.0,0.0,0.353,61,5,"375 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,1.0,0.361,83,3,"6 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.3103448275862069,0.431,126,4,"20 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.2,0.419,103,4,"60 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.125,0.312,63,3,"9 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,1.3333333333333333,0.523,145,7,"7,000 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.2,0.421,85,5,"-12 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.2,0.432,116,4,"42 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.8181818181818182,0.401,79,5,"100 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.2592592592592592,0.46,78,9,"$120.00 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.2941176470588235,0.485,99,7,"60000 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.1428571428571428,0.44,110,5,"128 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,1,1.0,0.0,0.395,70,4,"20 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.8125,0.386,95,4,"15 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.5714285714285714,0.429,124,4,"12 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,1,1.0,0.0,0.408,90,5,"360 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.3333333333333333,0.373,66,4,"18 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.5555555555555556,0.416,66,7,"$2000 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.0909090909090909,0.384,90,4,"40 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.8,0.397,70,5,"$12 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,2.4782608695652173,0.415,101,4,"80 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.5,0.458,94,9,"$300.00 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.7857142857142857,0.416,87,5,"1.5 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.2857142857142857,0.432,116,4,"10 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,1,1.0,0.0,0.359,66,3,"1 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.4827586206896552,0.41,74,4,"86 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.6666666666666666,0.387,95,4,"15 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.68,0.442,115,5,"240 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,1.5,0.371,71,4,"20 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.3333333333333333,0.38,74,4,"40 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.4782608695652174,0.427,101,4,"12 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.6666666666666666,0.439,97,8,"20.00% 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.5238095238095238,0.396,73,4,"32 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,1.5,0.367,80,4,"30 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.1666666666666666,0.351,66,3,"5 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,7.0,0.446,83,8,"112.00 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.175438596491228,0.513,115,8,"$47.00 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,1,1.0,0.0,0.423,101,4,"12 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.4117647058823529,0.49,112,8,"$56000 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.25,0.369,63,4,"$5 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.3,0.495,140,5,"350 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.25,0.417,81,5,"250 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,1.2222222222222223,0.485,95,10,"$1600.00 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,5.0,0.394,77,3,"6 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.25,0.349,85,3,"9 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,1.0,0.351,73,3,"8 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,1.0,0.319,61,4,"12 
"
gemma-2b,Gemma-2,2.0,gsm8k,zero_shot,43,0,0.0,0.959731543624161,0.378,89,4,"60 
"
